EPC,Frequency,Phase,RSSI,Timestamp
b'2023081808726A041A901338',902998,160,-93,1714097347.582
b'2023081808726A041A901338',902998,158,-94,1714097347.59
b'2023081808726A041A901338',902998,160,-92,1714097347.598
b'2023081808726A041A901338',902999,151,-91,1714097347.634
b'2023081808726A041A901338',902998,152,-91,1714097347.671
b'2023081808726A041A901338',902999,144,-90,1714097347.706
b'2023081808726A041A901338',902998,141,-92,1714097347.743
b'2023081808726A041A901338',902999,140,-92,1714097347.779
b'2023081808726A041A901338',902998,135,-92,1714097347.816
b'2023081808726A041A901338',902999,130,-92,1714097347.852
b'2023081808726A041A901338',902998,128,-91,1714097347.874
b'2023081808726A041A901338',902999,123,-92,1714097347.909
b'2023081808726A041A901338',902998,121,-91,1714097347.947
b'2023081808726A041A901338',902999,123,-92,1714097347.984
b'2023081808726A041A901338',902998,113,-91,1714097348.02
b'2023081808726A041A901338',902999,118,-91,1714097348.057
b'2023081808726A041A901338',902998,115,-92,1714097348.092
b'2023081808726A041A901338',902999,113,-92,1714097348.129
b'2023081808726A041A901338',902998,109,-91,1714097348.167
b'2023081808726A041A901338',902999,105,-91,1714097348.203
b'2023081808726A041A901338',902998,110,-91,1714097348.239
b'2023081808726A041A901338',902999,107,-91,1714097348.274
b'2023081808726A041A901338',902998,106,-91,1714097348.31
b'2023081808726A041A901338',902999,109,-90,1714097348.347
b'2023081808726A041A901338',902998,102,-93,1714097348.386
b'2023081808726A041A901338',902999,103,-90,1714097348.422
b'2023081808726A041A901338',902998,102,-92,1714097348.459
b'2023081808726A041A901338',902999,103,-90,1714097348.495
b'2023081808726A041A901338',902998,98,-92,1714097348.532
b'2023081808726A041A901338',902999,99,-90,1714097348.567
b'2023081808726A041A901338',902998,102,-93,1714097348.604
b'2023081808726A041A901338',902999,96,-91,1714097348.652
b'2023081808726A041A901338',902998,98,-90,1714097348.689
b'2023081808726A041A901338',902999,101,-91,1714097348.726
b'2023081808726A041A901338',902998,99,-91,1714097348.761
b'2023081808726A041A901338',902999,103,-90,1714097348.797
b'2023081808726A041A901338',902998,101,-91,1714097348.833
b'2023081808726A041A901338',902999,99,-91,1714097348.87
b'2023081808726A041A901338',902998,101,-92,1714097348.895
b'2023081808726A041A901338',902999,101,-91,1714097348.931
b'2023081808726A041A901338',902998,103,-92,1714097348.965
b'2023081808726A041A901338',902999,107,-92,1714097349.003
b'2023081808726A041A901338',902998,106,-92,1714097349.039
b'2023081808726A041A901338',902999,102,-92,1714097349.075
b'2023081808726A041A901338',902998,106,-93,1714097349.111
b'2023081808726A041A901338',902999,108,-91,1714097349.15
b'2023081808726A041A901338',902998,107,-90,1714097349.185
b'2023081808726A041A901338',902999,108,-90,1714097349.22
b'2023081808726A041A901338',902998,108,-90,1714097349.258
b'2023081808726A041A901338',902999,110,-92,1714097349.293
b'2023081808726A041A901338',902998,105,-91,1714097349.331
b'2023081808726A041A901338',902999,110,-92,1714097349.365
b'2023081808726A041A901338',902998,106,-92,1714097349.388
b'2023081808726A041A901338',902999,110,-90,1714097349.425
b'2023081808726A041A901338',902998,107,-92,1714097349.461
b'2023081808726A041A901338',902999,108,-90,1714097349.498
b'2023081808726A041A901338',902998,110,-92,1714097349.534
b'2023081808726A041A901338',902999,113,-90,1714097349.571
b'2023081808726A041A901338',902998,111,-92,1714097349.607
b'2023081808726A041A901338',902999,112,-92,1714097349.644
b'2023081808726A041A901338',902998,115,-92,1714097349.681
b'2023081808726A041A901338',902999,113,-92,1714097349.716
b'2023081808726A041A901338',902998,116,-91,1714097349.752
b'2023081808726A041A901338',902999,118,-92,1714097349.788
b'2023081808726A041A901338',902998,113,-92,1714097349.826
b'2023081808726A041A901338',902999,118,-92,1714097349.86
b'2023081808726A041A901338',902998,119,-91,1714097349.9
b'2023081808726A041A901338',902999,125,-90,1714097349.935
b'2023081808726A041A901338',902998,124,-91,1714097349.971
b'2023081808726A041A901338',902999,118,-91,1714097350.007
b'2023081808726A041A901338',902998,123,-91,1714097350.043
b'2023081808726A041A901338',902999,123,-91,1714097350.08
b'2023081808726A041A901338',902998,121,-91,1714097350.117
b'2023081808726A041A901338',902999,128,-90,1714097350.157
b'2023081808726A041A901338',902998,134,-91,1714097350.193
b'2023081808726A041A901338',902999,131,-91,1714097350.228
b'2023081808726A041A901338',902998,133,-92,1714097350.265
b'2023081808726A041A901338',902999,133,-91,1714097350.3
b'2023081808726A041A901338',902998,137,-91,1714097350.338
b'2023081808726A041A901338',902999,142,-92,1714097350.374
b'2023081808726A041A901338',902998,148,-94,1714097350.41
b'2023081808726A041A901338',902999,152,-92,1714097350.447
b'2023081808726A041A901338',902998,159,-92,1714097350.484
b'2023081808726A041A901338',902999,6,-92,1714097366.049
b'2023081808726A041A901338',902998,6,-92,1714097366.123
b'2023081808726A041A901338',902999,160,-94,1714097366.16
b'2023081808726A041A901338',902998,0,-93,1714097366.196
b'2023081808726A041A901338',902999,156,-92,1714097366.232
b'2023081808726A041A901338',902998,155,-95,1714097366.267
b'2023081808726A041A901338',902999,159,-92,1714097366.304
b'2023081808726A041A901338',902998,153,-92,1714097366.342
b'2023081808726A041A901338',902999,160,-92,1714097366.362
b'2023081808726A041A901338',902998,154,-92,1714097366.399
b'2023081808726A041A901338',902999,157,-92,1714097366.434
b'2023081808726A041A901338',902998,155,-90,1714097366.47
b'2023081808726A041A901338',902999,154,-91,1714097366.507
b'2023081808726A041A901338',902998,148,-92,1714097366.542
b'2023081808726A041A901338',902999,146,-91,1714097366.58
b'2023081808726A041A901338',902998,149,-90,1714097366.601
b'2023081808726A041A901338',902999,140,-90,1714097366.639
b'2023081808726A041A901338',902998,146,-92,1714097366.674
b'2023081808726A041A901338',902999,137,-91,1714097366.71
b'2023081808726A041A901338',902998,133,-91,1714097366.748
b'2023081808726A041A901338',902999,131,-91,1714097366.783
b'2023081808726A041A901338',902998,140,-92,1714097366.82
b'2023081808726A041A901338',902999,135,-91,1714097366.857
b'2023081808726A041A901338',902998,140,-92,1714097366.892
b'2023081808726A041A901338',902999,134,-92,1714097366.929
b'2023081808726A041A901338',902998,139,-91,1714097366.965
b'2023081808726A041A901338',902999,139,-91,1714097367.003
b'2023081808726A041A901338',902998,139,-92,1714097367.037
b'2023081808726A041A901338',902999,137,-92,1714097367.075
b'2023081808726A041A901338',902998,137,-91,1714097367.113
b'2023081808726A041A901338',902999,136,-91,1714097367.15
b'2023081808726A041A901338',902998,142,-90,1714097367.186
b'2023081808726A041A901338',902999,137,-92,1714097367.223
b'2023081808726A041A901338',902998,133,-92,1714097367.259
b'2023081808726A041A901338',902999,132,-91,1714097367.295
b'2023081808726A041A901338',902998,133,-91,1714097367.33
b'2023081808726A041A901338',902999,131,-92,1714097367.367
b'2023081808726A041A901338',902998,130,-91,1714097367.406
b'2023081808726A041A901338',902999,131,-92,1714097367.442
b'2023081808726A041A901338',902998,131,-92,1714097367.478
b'2023081808726A041A901338',902999,136,-90,1714097367.513
b'2023081808726A041A901338',902998,128,-92,1714097367.55
b'2023081808726A041A901338',902999,131,-91,1714097367.585
b'2023081808726A041A901338',902998,128,-93,1714097367.625
b'2023081808726A041A901338',902999,133,-91,1714097367.661
b'2023081808726A041A901338',902998,133,-91,1714097367.698
b'2023081808726A041A901338',902999,132,-92,1714097367.732
b'2023081808726A041A901338',902998,134,-92,1714097367.77
b'2023081808726A041A901338',902999,141,-91,1714097367.806
b'2023081808726A041A901338',902998,141,-92,1714097367.841
b'2023081808726A041A901338',902999,142,-91,1714097367.88
b'2023081808726A041A901338',902998,144,-91,1714097367.917
b'2023081808726A041A901338',902999,143,-92,1714097367.953
b'2023081808726A041A901338',902998,145,-91,1714097367.989
b'2023081808726A041A901338',902999,142,-91,1714097368.023
b'2023081808726A041A901338',902998,144,-94,1714097368.061
b'2023081808726A041A901338',902999,142,-90,1714097368.095
b'2023081808726A041A901338',902998,144,-92,1714097368.137
b'2023081808726A041A901338',902999,148,-92,1714097368.172
b'2023081808726A041A901338',902998,145,-92,1714097368.208
b'2023081808726A041A901338',902999,143,-92,1714097368.245
b'2023081808726A041A901338',902998,146,-91,1714097368.281
b'2023081808726A041A901338',902999,150,-91,1714097368.315
b'2023081808726A041A901338',902998,148,-92,1714097368.352
b'2023081808726A041A901338',902999,149,-91,1714097368.39
b'2023081808726A041A901338',902998,145,-92,1714097368.426
b'2023081808726A041A901338',902999,149,-93,1714097368.463
b'2023081808726A041A901338',902998,151,-92,1714097368.498
b'2023081808726A041A901338',902999,147,-91,1714097368.534
b'2023081808726A041A901338',902998,145,-91,1714097368.571
b'2023081808726A041A901338',902999,147,-92,1714097368.607
b'2023081808726A041A901338',902998,148,-91,1714097368.63
b'2023081808726A041A901338',902999,149,-92,1714097368.666
b'2023081808726A041A901338',902998,146,-91,1714097368.702
b'2023081808726A041A901338',902999,151,-92,1714097368.74
b'2023081808726A041A901338',902998,155,-91,1714097368.776
b'2023081808726A041A901338',902999,149,-92,1714097368.813
b'2023081808726A041A901338',902998,152,-91,1714097368.849
b'2023081808726A041A901338',902999,150,-91,1714097368.884
b'2023081808726A041A901338',902998,143,-92,1714097368.922
b'2023081808726A041A901338',902999,146,-91,1714097368.957
b'2023081808726A041A901338',902998,151,-92,1714097368.994
b'2023081808726A041A901338',902999,150,-93,1714097369.029
b'2023081808726A041A901338',902998,145,-92,1714097369.065
b'2023081808726A041A901338',902999,151,-92,1714097369.101
b'2023081808726A041A901338',902998,150,-93,1714097369.143
b'2023081808726A041A901338',902999,154,-91,1714097369.179
b'2023081808726A041A901338',902998,149,-91,1714097369.216
b'2023081808726A041A901338',902999,151,-91,1714097369.252
b'2023081808726A041A901338',902998,152,-91,1714097369.288
b'2023081808726A041A901338',902999,145,-92,1714097369.325
b'2023081808726A041A901338',902998,148,-92,1714097369.362
b'2023081808726A041A901338',902999,153,-91,1714097369.397
b'2023081808726A041A901338',902998,153,-91,1714097369.433
b'2023081808726A041A901338',902999,152,-92,1714097369.47
b'2023081808726A041A901338',902998,153,-91,1714097369.506
b'2023081808726A041A901338',902999,153,-91,1714097369.541
b'2023081808726A041A901338',902998,152,-90,1714097369.578
b'2023081808726A041A901338',902999,150,-91,1714097369.614
b'2023081808726A041A901338',902998,156,-91,1714097369.653
b'2023081808726A041A901338',902999,151,-92,1714097369.69
b'2023081808726A041A901338',902998,155,-91,1714097369.726
b'2023081808726A041A901338',902999,156,-91,1714097369.761
b'2023081808726A041A901338',902998,145,-93,1714097369.799
b'2023081808726A041A901338',902999,149,-92,1714097369.836
b'2023081808726A041A901338',902998,151,-92,1714097369.871
b'2023081808726A041A901338',902999,152,-93,1714097369.921
b'2023081808726A041A901338',902998,152,-91,1714097369.959
b'2023081808726A041A901338',902999,148,-92,1714097369.996
b'2023081808726A041A901338',902998,153,-91,1714097370.032
b'2023081808726A041A901338',902999,149,-91,1714097370.067
b'2023081808726A041A901338',902998,149,-91,1714097370.105
b'2023081808726A041A901338',902999,148,-92,1714097370.141
b'2023081808726A041A901338',902998,145,-93,1714097370.163
b'2023081808726A041A901338',902999,151,-91,1714097370.199
b'2023081808726A041A901338',902998,145,-92,1714097370.235
b'2023081808726A041A901338',902999,150,-93,1714097370.271
b'2023081808726A041A901338',902998,144,-92,1714097370.306
b'2023081808726A041A901338',902999,145,-92,1714097370.343
b'2023081808726A041A901338',902998,144,-92,1714097370.378
b'2023081808726A041A901338',902999,155,-91,1714097370.433
b'2023081808726A041A901338',902998,148,-92,1714097370.468
b'2023081808726A041A901338',902999,148,-91,1714097370.506
b'2023081808726A041A901338',902998,147,-92,1714097370.541
b'2023081808726A041A901338',902999,143,-90,1714097370.579
b'2023081808726A041A901338',902998,149,-91,1714097370.613
b'2023081808726A041A901338',902999,139,-91,1714097370.649
b'2023081808726A041A901338',902998,143,-91,1714097370.674
b'2023081808726A041A901338',902999,146,-92,1714097370.709
b'2023081808726A041A901338',902998,142,-92,1714097370.745
b'2023081808726A041A901338',902999,139,-92,1714097370.78
b'2023081808726A041A901338',902998,147,-90,1714097370.818
b'2023081808726A041A901338',902999,140,-90,1714097370.853
b'2023081808726A041A901338',902998,144,-91,1714097370.891
b'2023081808726A041A901338',902999,144,-92,1714097370.926
b'2023081808726A041A901338',902998,142,-91,1714097370.963
b'2023081808726A041A901338',902999,142,-93,1714097371.001
b'2023081808726A041A901338',902998,145,-92,1714097371.036
b'2023081808726A041A901338',902999,144,-91,1714097371.073
b'2023081808726A041A901338',902998,152,-91,1714097371.108
b'2023081808726A041A901338',902999,153,-91,1714097371.146
b'2023081808726A041A901338',902998,157,-90,1714097371.168
b'2023081808726A041A901338',902999,156,-91,1714097371.205
b'2023081808726A041A901338',902998,158,-91,1714097371.239
b'2023081808726A041A901338',902999,152,-91,1714097371.277
b'2023081808726A041A901338',902998,161,-91,1714097371.313
b'2023081808726A041A901338',902999,161,-92,1714097371.349
b'2023081808726A041A901338',902998,157,-92,1714097371.386
b'2023081808726A041A901338',902998,158,-91,1714097371.456
b'2023081808726A041A901338',902999,115,-91,1714097372.565
b'2023081808726A041A901338',902998,114,-92,1714097372.601
b'2023081808726A041A901338',902999,114,-92,1714097372.638
b'2023081808726A041A901338',902999,111,-91,1714097372.765
b'2023081808726A041A901338',902998,102,-92,1714097372.8
b'2023081808726A041A901338',902999,101,-91,1714097372.838
b'2023081808726A041A901338',902998,102,-91,1714097372.873
b'2023081808726A041A901338',902999,101,-92,1714097372.909
b'2023081808726A041A901338',902999,100,-92,1714097372.956
b'2023081808726A041A901338',902998,103,-90,1714097372.987
b'2023081808726A041A901338',902999,102,-91,1714097373.025
b'2023081808726A041A901338',902998,95,-91,1714097373.06
b'2023081808726A041A901338',902999,94,-91,1714097373.098
b'2023081808726A041A901338',902998,92,-92,1714097373.134
b'2023081808726A041A901338',902999,92,-91,1714097373.17
b'2023081808726A041A901338',902999,99,-91,1714097373.21
b'2023081808726A041A901338',902998,94,-91,1714097373.244
b'2023081808726A041A901338',902999,91,-92,1714097373.28
b'2023081808726A041A901338',902998,91,-91,1714097373.316
b'2023081808726A041A901338',902999,89,-91,1714097373.351
b'2023081808726A041A901338',902998,93,-90,1714097373.387
b'2023081808726A041A901338',902999,85,-92,1714097373.424
b'2023081808726A041A901338',902999,84,-91,1714097373.468
b'2023081808726A041A901338',902998,87,-91,1714097373.499
b'2023081808726A041A901338',902999,82,-93,1714097373.536
b'2023081808726A041A901338',902998,80,-93,1714097373.571
b'2023081808726A041A901338',902999,80,-90,1714097373.607
b'2023081808726A041A901338',902998,78,-92,1714097373.644
b'2023081808726A041A901338',902999,88,-91,1714097373.723
b'2023081808726A041A901338',902999,82,-91,1714097373.789
b'2023081808726A041A901338',902998,80,-92,1714097373.826
b'2023081808726A041A901338',902999,75,-91,1714097373.863
b'2023081808726A041A901338',902998,72,-91,1714097373.898
b'2023081808726A041A901338',902999,77,-92,1714097373.934
b'2023081808726A041A901338',902999,75,-92,1714097373.977
b'2023081808726A041A901338',902998,73,-93,1714097374.009
b'2023081808726A041A901338',902999,72,-92,1714097374.046
b'2023081808726A041A901338',902998,71,-92,1714097374.083
b'2023081808726A041A901338',902999,65,-91,1714097374.118
b'2023081808726A041A901338',902998,65,-91,1714097374.155
b'2023081808726A041A901338',902999,69,-93,1714097374.19
b'2023081808726A041A901338',902999,68,-91,1714097374.232
b'2023081808726A041A901338',902998,67,-90,1714097374.265
b'2023081808726A041A901338',902999,61,-93,1714097374.302
b'2023081808726A041A901338',902998,65,-92,1714097374.338
b'2023081808726A041A901338',902999,55,-92,1714097374.374
b'2023081808726A041A901338',902998,59,-91,1714097374.411
b'2023081808726A041A901338',902999,49,-92,1714097374.445
b'2023081808726A041A901338',902999,59,-93,1714097374.49
b'2023081808726A041A901338',902998,49,-90,1714097374.521
b'2023081808726A041A901338',902999,47,-92,1714097374.557
b'2023081808726A041A901338',902998,47,-92,1714097374.593
b'2023081808726A041A901338',902999,50,-91,1714097374.63
b'2023081808726A041A901338',902998,46,-90,1714097374.665
b'2023081808726A041A901338',902999,41,-91,1714097374.702
b'2023081808726A041A901338',902999,38,-91,1714097374.745
b'2023081808726A041A901338',902998,39,-92,1714097374.776
b'2023081808726A041A901338',902999,19,-92,1714097374.814
b'2023081808726A041A901338',902998,33,-90,1714097374.85
b'2023081808726A041A901338',902999,21,-91,1714097374.884
b'2023081808726A041A901338',902998,22,-92,1714097374.921
b'2023081808726A041A901338',902999,11,-91,1714097374.958
b'2023081808726A041A901338',902999,11,-92,1714097375.0
b'2023081808726A041A901338',902998,8,-91,1714097375.031
b'2023081808726A041A901338',902999,1,-92,1714097375.067
b'2023081808726A041A901338',902998,158,-91,1714097375.105
b'2023081808726A041A901338',902999,153,-92,1714097375.14
b'2023081808726A041A901338',902998,158,-92,1714097375.177
b'2023081808726A041A901338',902999,138,-93,1714097375.213
b'2023081808726A041A901338',902999,133,-92,1714097375.255
b'2023081808726A041A901338',902998,129,-90,1714097375.288
b'2023081808726A041A901338',902999,122,-90,1714097375.324
b'2023081808726A041A901338',902998,125,-91,1714097375.36
b'2023081808726A041A901338',902999,117,-91,1714097375.395
b'2023081808726A041A901338',902998,111,-90,1714097375.433
b'2023081808726A041A901338',902999,102,-89,1714097375.469
b'2023081808726A041A901338',902999,95,-90,1714097375.512
b'2023081808726A041A901338',902998,89,-91,1714097375.544
b'2023081808726A041A901338',902999,80,-90,1714097375.579
b'2023081808726A041A901338',902998,70,-90,1714097375.616
b'2023081808726A041A901338',902999,69,-90,1714097375.653
b'2023081808726A041A901338',902998,58,-90,1714097375.689
b'2023081808726A041A901338',902999,52,-91,1714097375.726
b'2023081808726A041A901338',902999,41,-89,1714097375.768
b'2023081808726A041A901338',902998,38,-91,1714097375.798
b'2023081808726A041A901338',902999,28,-90,1714097375.834
b'2023081808726A041A901338',902998,19,-90,1714097375.87
b'2023081808726A041A901338',902999,19,-90,1714097375.908
b'2023081808726A041A901338',902998,7,-90,1714097375.943
b'2023081808726A041A901338',902999,161,-91,1714097375.981
b'2023081808726A041A901338',902999,155,-90,1714097376.017
b'2023081808726A041A901338',902999,152,-91,1714097376.021
b'2023081808726A041A901338',902998,146,-90,1714097376.059
b'2023081808726A041A901338',902999,142,-90,1714097376.095
b'2023081808726A041A901338',902998,135,-90,1714097376.132
b'2023081808726A041A901338',902999,127,-89,1714097376.169
b'2023081808726A041A901338',902998,123,-89,1714097376.204
b'2023081808726A041A901338',902999,117,-89,1714097376.241
b'2023081808726A041A901338',902998,118,-91,1714097376.285
b'2023081808726A041A901338',902999,106,-90,1714097376.322
b'2023081808726A041A901338',902998,104,-91,1714097376.358
b'2023081808726A041A901338',902999,103,-92,1714097376.393
b'2023081808726A041A901338',902998,94,-91,1714097376.431
b'2023081808726A041A901338',902999,91,-90,1714097376.467
b'2023081808726A041A901338',902998,77,-90,1714097376.503
b'2023081808726A041A901338',902999,74,-91,1714097376.538
b'2023081808726A041A901338',902998,72,-93,1714097376.576
b'2023081808726A041A901374',902998,161,-92,1714097378.864
b'2023081808726A041A901374',902999,154,-92,1714097378.9
b'2023081808726A041A901374',902998,150,-91,1714097378.936
b'2023081808726A041A901374',902999,137,-91,1714097378.972
b'2023081808726A041A901374',902998,136,-92,1714097379.009
b'2023081808726A041A901374',902999,124,-90,1714097379.044
b'2023081808726A041A901374',902998,123,-91,1714097379.076
b'2023081808726A041A901374',902999,115,-90,1714097379.11
b'2023081808726A041A901374',902998,108,-91,1714097379.148
b'2023081808726A041A901374',902999,106,-90,1714097379.183
b'2023081808726A041A901374',902998,98,-89,1714097379.22
b'2023081808726A041A901374',902999,92,-89,1714097379.256
